Model,Target,Rank,Feature,Mean_Abs_SHAP
MLP,RadiationDose_MGy,101,ElectronicPolarizability,0.0
MLP,RadiationDose_MGy,102,IonicPolarizability,0.0
MLP,RadiationDose_MGy,103,OrientationalPolarizability,0.0
MLP,RadiationDose_MGy,104,DipoleMomentRepeat,0.0
MLP,RadiationDose_MGy,105,CurieWeissConstant,0.0
MLP,RadiationDose_MGy,106,CrosslinkingDensity,0.0
MLP,RadiationDose_MGy,107,EntanglementMolWt,0.0
MLP,RadiationDose_MGy,108,ContourLengthPerUnit,0.0
MLP,RadiationDose_MGy,109,PersistenceLength,0.0
MLP,RadiationDose_MGy,110,CharacteristicRatio,0.0
MLP,RadiationDose_MGy,111,LamellaeThickness_nm,0.0
MLP,RadiationDose_MGy,112,SpheruliteRadius_um,0.0
MLP,RadiationDose_MGy,113,CrystalThickness_nm,0.0
MLP,RadiationDose_MGy,114,TieChainsPerArea,0.0
MLP,RadiationDose_MGy,115,InterfacialThickness_nm,0.0
MLP,RadiationDose_MGy,116,MicrostructureOrder,0.0
MLP,RadiationDose_MGy,117,PermittivityRealPart,0.0
MLP,RadiationDose_MGy,118,PermittivityImaginaryPart,0.0
MLP,RadiationDose_MGy,119,YoungModulus_GPa,0.0
MLP,RadiationDose_MGy,120,TensileStrength_MPa,0.0
