Model,Target,Rank,Feature,Mean_Abs_SHAP
GBR,RadiationDose_MGy,96,YoungModulus_GPa,0.00363
GBR,RadiationDose_MGy,97,polyBERT_dim_26,0.00335
GBR,RadiationDose_MGy,98,PermittivityImaginaryPart,0.002882
GBR,RadiationDose_MGy,99,ThermalDiffusivity,0.00284
GBR,RadiationDose_MGy,100,polyBERT_dim_13,0.002771
GBR,RadiationDose_MGy,101,LamellaeThickness_nm,0.002614
GBR,RadiationDose_MGy,102,DegreeOfCrystallinity,0.002392
GBR,RadiationDose_MGy,103,polyBERT_dim_35,0.002254
GBR,RadiationDose_MGy,104,polyBERT_dim_21,0.002251
GBR,RadiationDose_MGy,105,EntanglementMolWt,0.00225
GBR,RadiationDose_MGy,106,polyBERT_dim_25,0.00193
GBR,RadiationDose_MGy,107,PermittivityRealPart,0.001593
GBR,RadiationDose_MGy,108,NumHDonors,0.001137
GBR,RadiationDose_MGy,109,NumHAcceptors,0.000389
GBR,RadiationDose_MGy,110,PEOE_VSA3,0.000275
GBR,RadiationDose_MGy,111,PEOE_VSA1,0.000164
GBR,RadiationDose_MGy,112,PEOE_VSA4,0.0
GBR,RadiationDose_MGy,113,SMR_VSA2,0.0
GBR,RadiationDose_MGy,114,SMR_VSA3,0.0
GBR,RadiationDose_MGy,115,SlogP_VSA3,0.0
GBR,RadiationDose_MGy,116,NumRadicalElectrons,0.0
GBR,RadiationDose_MGy,117,fr_NH1,0.0
GBR,RadiationDose_MGy,118,fr_ArN,0.0
GBR,RadiationDose_MGy,119,fr_Ar_COO,0.0
GBR,RadiationDose_MGy,120,fr_amide,0.0
