rank,Polymer,Sample_ID,SMILES,Tg_degC,Dk_1GHz,RadiationDose_MGy,desirability_score,global_rank,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,morgan_fp_05,morgan_fp_06,morgan_fp_07,morgan_fp_08,morgan_fp_09,morgan_fp_10,morgan_fp_11,morgan_fp_12,morgan_fp_13,morgan_fp_14,morgan_fp_15,morgan_fp_16,morgan_fp_17,morgan_fp_18,morgan_fp_19,morgan_fp_20,morgan_fp_21,morgan_fp_22,morgan_fp_23,morgan_fp_24,morgan_fp_25,morgan_fp_26,morgan_fp_27,morgan_fp_28,morgan_fp_29,morgan_fp_30,morgan_fp_31,morgan_fp_32,morgan_fp_33,morgan_fp_34,morgan_fp_35,morgan_fp_36,morgan_fp_37,morgan_fp_38,morgan_fp_39,morgan_fp_40,morgan_fp_41,morgan_fp_42,morgan_fp_43,morgan_fp_44,morgan_fp_45,morgan_fp_46,morgan_fp_47,morgan_fp_48,morgan_fp_49,morgan_fp_50,morgan_fp_51,morgan_fp_52,morgan_fp_53,morgan_fp_54,morgan_fp_55,morgan_fp_56,morgan_fp_57,morgan_fp_58,morgan_fp_59,morgan_fp_60,morgan_fp_61,morgan_fp_62,morgan_fp_63
291,Polybenzoxazole,Po_0070,Cc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc(F)c1Br,719.9147944684574,2.0950028190890673,31.978285779861004,0.886698,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Polybenzoxazole,Po_0216,COc1ccc(-c2nc3cc(-c4nc5ccccc5o4)cc(F)c3o2)cc1,726.8913185841056,2.3356181503175595,33.17779608660199,0.886652,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Polybenzoxazole,Po_0080,N#Cc1c(N)c(Cl)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1N,725.898446137542,2.223723436929854,32.59622944908578,0.886357,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Polybenzoxazole,Po_0055,Nc1cccc(-c2nc3cc(-c4nc5cc(Cl)ccc5o4)ccc3o2)c1,720.7233316361171,2.4484571719855017,33.7174591538384,0.886324,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Polybenzoxazole,Po_0016,Nc1ccc(-c2nc3cc(-c4nc5cccc(N)c5o4)ccc3o2)cc1,703.6152182422205,1.950327388673182,31.470333199335382,0.886254,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Polybenzoxazole,Po_0182,FC(F)(F)c1cccc(-c2nc3cc(-c4nc5c(C(F)(F)F)cccc5o4)ccc3o2)c1,716.7716521232595,2.2038103482699913,32.488294842989376,0.886244,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Polybenzoxazole,Po_0211,N#Cc1c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc(N)c(Cl)c1Cl,708.020807149579,2.16382193258934,32.28814251283869,0.886238,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Polybenzoxazole,Po_0202,COc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(Br)c(N)c1Cl,726.2334149000237,2.4610644039914553,33.77358230384851,0.886233,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Polybenzoxazole,Po_0140,Nc1ccc2oc(-c3ccc4oc(-c5cccc(S(N)(=O)=O)c5)nc4c3)nc2c1,730.721100634139,2.2897619114482284,32.91295069943384,0.886179,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Polybenzoxazole,Po_0102,N#Cc1cccc(-c2nc3cc(-c4nc5c(N)cccc5o4)ccc3o2)c1,725.4786959342991,2.1527107663940153,32.22424822459605,0.886132,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Polyimide,Po_0054,COc1cc(-c2cc3ccc2c(=O)oc3=O)ccc1Oc1ccc(-n2c(=O)c3ccc(c(C)c3)c2=O)cc1,573.3774415967226,3.7054278281080264,56.16201197680879,0.886076,301,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302,Polybenzoxazole,Po_0150,N#Cc1ccc(Br)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Cl,789.060034215809,2.9554797071677084,36.21828771203909,0.885875,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Polyimide,Po_0092,Cc1c(Cl)c(-n2c(=O)c3ccc(cc3)c2=O)c(N)c(Br)c1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,627.9201724458615,3.711525066250642,55.71452498976614,0.885822,303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
304,Polyimide,Po_0152,COc1cc(-n2c(=O)c3ccc(c(OC)c3C#N)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,557.7931113230721,3.7088366218274302,56.68672401288633,0.885766,304,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,Polybenzoxazole,Po_0134,N#Cc1cc(Cl)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Cl,731.1045055968211,2.3979287173174897,33.4192103870333,0.885718,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Polyimide,Po_0068,Nc1cc(Oc2ccc(-n3c(=O)c4cc(Br)c(cc4N)c3=O)cc2)c(Cl)cc1-c1cc2ccc1c(=O)oc2=O,603.8331655196649,3.7129854833468525,58.2532793489868,0.885677,306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
307,Polybenzoxazole,Po_0172,CCc1cccc(-c2nc3cc(-c4nc5cc(C)ccc5o4)ccc3o2)c1,739.144813638249,2.2798579606347085,32.81948675651841,0.885594,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Polybenzoxazole,Po_0046,N#Cc1c(N)c(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1N,721.4759136016729,2.2195646059730145,32.509772565770646,0.885481,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Polybenzoxazole,Po_0004,Nc1cc(-c2nc3ccccc3o2)cc2nc(-c3cccc(Br)c3)oc12,703.024819117957,2.1503011450183047,32.157826850676756,0.885401,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Polybenzoxazole,Po_0196,CCc1cc(C)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc1C(F)(F)F,705.9710665420638,1.9608953785572363,31.398645192285024,0.885299,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Polybenzoxazole,Po_0227,CCc1cccc(-c2nc3cc(-c4nc5cc(N)c(N)cc5o4)ccc3o2)c1,735.0247461699704,2.497121146331659,33.883468208210935,0.885296,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Polyimide,Po_0063,Nc1c(S(N)(=O)=O)c2c(F)c(Br)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,584.5577652252265,3.7181549863012338,55.847761179089176,0.885274,312,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
313,Polybenzoxazole,Po_0192,N#Cc1ccccc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,747.2184035689758,2.448163896935286,33.62255257763034,0.885083,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Polybenzoxazole,Po_0191,COc1cc(-c2nc3cc(N)ccc3o2)cc2nc(-c3ccccc3)oc12,741.9281741763615,2.2199365532101396,32.46705734640658,0.88489,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Polybenzoxazole,Po_0048,COc1ccc(N)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,746.095250889192,2.464481223235503,33.68719049289689,0.884857,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Polyimide,Po_0217,Cc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)cc(N)c1-n1c(=O)c2ccc(c(C(F)(F)F)c2)c1=O,613.5652258085457,3.725823886414975,58.129553464287376,0.884843,316,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317,Polybenzoxazole,Po_0112,Cc1ccc(C(F)(F)F)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,738.5054404137882,2.44816631796274,33.59851676296327,0.884761,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Polyimide,Po_0238,Nc1c(S(N)(=O)=O)c2c(F)c(F)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Cl)c1)c2=O,584.3572728109491,3.7262004226793723,56.158271842922744,0.884737,318,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319,Polybenzoxazole,Po_0084,CCc1c(F)c(Br)cc(Br)c1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,720.696072967813,2.1421536520649407,32.063446823793086,0.88469,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Polybenzoxazole,Po_0176,COc1ccc(-c2nc3cc(-c4nc5ccccc5o4)cc(F)c3o2)cc1F,721.4691203091385,2.231001092478475,32.50065525516221,0.884597,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Polybenzoxazole,Po_0224,Fc1cccc(-c2nc3cc(-c4nc5c(F)cccc5o4)ccc3o2)c1,722.8259409535115,2.337561982802737,33.01868853708565,0.8844,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Polyimide,Po_0127,CCc1cc(Oc2ccc(-n3c(=O)c4ccc(cc4)c3=O)cc2)c(Br)cc1-c1cc2ccc1c(=O)oc2=O,624.8829903904333,3.736212526823885,56.27551441689647,0.884171,322,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,Polybenzoxazole,Po_0139,N#Cc1cc(N)c(N)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Br,717.0873071144139,2.1807426137769053,32.20461614021411,0.883999,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Polyimide,Po_0163,CCc1cc(-c2cc3ccc2c(=O)oc3=O)c(N)cc1Oc1ccc(-n2c(=O)c3cc(Br)c(cc3N)c2=O)cc1,612.0704078223571,3.7385947158051094,58.77376769144685,0.883988,324,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
325,Polybenzoxazole,Po_0079,Cc1c(N)c(C#N)c(N)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1N,714.9090498364689,1.7255791648735401,31.294256220577456,0.88391,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Polybenzoxazole,Po_0147,Nc1ccc(Cl)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,729.6704203794868,2.242164828521333,32.50044301642131,0.883852,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Polybenzoxazole,Po_0008,Clc1ccc2oc(-c3cc(Br)c4oc(-c5ccccc5)nc4c3)nc2c1,718.3994077666446,2.2223869119801005,32.37573228099194,0.883505,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Polybenzoxazole,Po_0104,N#Cc1cc2oc(-c3ccccc3)nc2c(C#N)c1-c1nc2ccccc2o1,729.0285335863448,2.264160200566348,32.57678314323241,0.883403,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Polybenzoxazole,Po_0101,Nc1cccc2oc(-c3ccc4oc(-c5cccc(F)c5)nc4c3)nc12,694.8574655664543,1.952735464802126,31.25550430996372,0.883387,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Polybenzoxazole,Po_0206,NS(=O)(=O)c1c(-c2nc3ccccc3o2)cc2nc(-c3ccccc3)oc2c1S(N)(=O)=O,730.8220280416032,2.4327292838350534,33.416898714426836,0.883367,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Polybenzoxazole,Po_0159,Fc1cc(C(F)(F)F)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Br,726.0502071873425,2.4045466773865067,33.27348752504017,0.883333,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Polybenzoxazole,Po_0221,Nc1cc(-c2nc3cc(-c4nc5ccccc5o4)cc(Br)c3o2)cc(Br)c1N,733.1106300466997,2.3565593853428988,33.032570647715126,0.883321,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Polyimide,Po_0135,Nc1c(-c2cc3ccc2c(=O)oc3=O)ccc(Oc2ccc(-n3c(=O)c4cc(Br)c(cc4N)c3=O)cc2)c1Br,600.676403053463,3.7490314633689046,56.9438519746488,0.883266,333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,Polyimide,Po_0113,COc1cc(-c2cc3ccc2c(=O)oc3=O)c(C#N)cc1Oc1ccc(-n2c(=O)c3ccc(c(F)c3)c2=O)cc1,582.2677534874858,3.749546820428944,56.205448024032236,0.883172,334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
335,Polybenzoxazole,Po_0091,N#Cc1cc(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Br,696.570901956996,1.9445028567394618,31.2389082889563,0.883166,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Polyimide,Po_0040,COc1cc2cc(-c3ccc(Oc4ccc(-n5c(=O)c6cc(Br)c(cc6N)c5=O)cc4)cc3)c1c(=O)oc2=O,603.8215568267634,3.753798768676557,57.85770802170733,0.882956,336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337,Polyimide,Po_0213,Nc1cc2c(C(F)(F)F)cc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,597.5443502027467,3.7537118321692096,55.52023800500271,0.882945,337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,Polyimide,Po_0036,Nc1cc2c(F)cc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Cl)c1)c2=O,598.1152257911363,3.7564732073589466,56.39036456638962,0.882762,338,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
339,Polyimide,Po_0096,O=c1oc(=O)c2ccc1cc2-c1c(Br)cc(Oc2ccc(-n3c(=O)c4ccc(cc4)c3=O)cc2)c(Br)c1Br,574.2167769436226,3.7562777962775384,57.74792704553257,0.88269,339,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
340,Polybenzoxazole,Po_0010,Nc1cccc2nc(-c3ccc4oc(-c5ccccc5)nc4c3)oc12,734.0078262169249,2.527127938852646,33.80750699881585,0.882282,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Polybenzoxazole,Po_0160,Cc1ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(C#N)c1N,742.478857599209,2.315458852675942,32.74393626878802,0.882214,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Polybenzoxazole,Po_0032,N#Cc1cccc2oc(-c3ccc4oc(-c5cccc(N)c5)nc4c3)nc12,726.4579899220289,2.1728120210554596,32.02902834838722,0.882189,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Polybenzoxazole,Po_0105,CCc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)ccc1Br,719.1551405643621,2.3617576998397203,32.9704419914242,0.882143,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Polybenzoxazole,Po_0035,CCc1cccc(-c2nc3cc(-c4nc5ccccc5o4)cc(CC)c3o2)c1,742.818440542996,2.4321722465857243,33.30809489968497,0.881955,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Polybenzoxazole,Po_0137,Nc1cccc2nc(-c3ccc4oc(-c5cccc(Cl)c5)nc4c3)oc12,725.0709050849717,2.283390320332843,32.55491601970386,0.881829,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Polybenzoxazole,Po_0177,Cc1cc(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,709.1463463031579,2.0548030161251036,31.403576196404156,0.881712,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Polybenzoxazole,Po_0085,N#Cc1c(N)ccc(Cl)c1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,728.5126005019248,2.4750970653386877,33.49080653922506,0.881527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Polyimide,Po_0088,Nc1cc2c(Br)c(C(F)(F)F)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,578.5262496113547,3.7743744728188826,58.43035718723078,0.881502,348,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
349,Polybenzoxazole,Po_0019,N#Cc1c(N)ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1N,746.216134061323,2.665511684124326,34.43002860405348,0.881359,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Polybenzoxazole,Po_0020,FC(F)(F)c1ccc(-c2nc3cc(-c4nc5ccccc5o4)cc(Br)c3o2)cc1,686.2568515458605,1.9796631686914368,31.100967595775053,0.881322,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
