ExactMolWt,MolWt,HeavyAtomMolWt,LabuteASA,NumValenceElectrons,MolMR,TPSA,NumHeavyAtoms,SMR_VSA1,Kappa1,SlogP_VSA2,PEOE_VSA4,PEOE_VSA2,SlogP_VSA1,Kappa2,polyBERT_dim_24,polyBERT_dim_21,polyBERT_dim_28,polyBERT_dim_02,polyBERT_dim_03,polyBERT_dim_09,polyBERT_dim_35,polyBERT_dim_31,polyBERT_dim_06,polyBERT_dim_20,TieChainsPerArea,EntanglementMolWt,ZAverageMolWt,NumberAverageDPn,Mw_kDa,ViscosityAverageMolWt,Mn_kDa,ElongationBreak_pct,TensileStrength_MPa,CurieWeissConstant,CrystalThickness_nm,DielectricPolarizability,SpheruliteRadius_um,LamellaeThickness_nm,ElectronicPolarizability,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,Tg_degC,Dk_1GHz
451.260218,468.248812,442.051863,212.520601,167.503049,134.433305,52.201882,35.605495,19.416968,23.788847,11.563618,-0.000197,9.554560,9.746106,10.320338,0.737886,0.153930,0.372806,0.580009,0.803696,0.585425,-0.321307,0.084073,1.020307,0.653768,226834883959643.937500,8857.681027,131.901757,222.459912,90.664226,88.767065,48.620343,30.867264,181.041047,159.742811,20.429010,18.882510,6.233244,17.800221,22.682855,1,1,1,0,0,189.233460,2.973861
464.118680,465.178115,443.363894,207.574732,172.991992,136.221351,50.829253,36.136991,19.356452,23.021348,11.677890,-0.006091,9.598807,9.673731,10.715320,0.606135,0.702119,0.943573,0.442052,0.256534,1.037015,0.345347,-0.066257,0.682245,0.603997,208403685899880.093750,7975.420467,177.654095,242.401732,101.391089,83.617827,47.608530,32.153764,192.275847,173.029948,26.911041,22.985621,9.584601,14.492653,20.182246,1,1,1,0,0,190.492546,3.195887
467.798233,477.458103,431.428571,212.030308,166.411886,137.104024,53.753488,37.057735,18.732731,22.657500,11.728534,0.001399,9.700525,9.438939,10.685289,0.947069,0.466760,1.071840,0.285026,0.564851,0.526778,-0.163095,-0.517832,0.704543,0.083675,232241701093682.218750,8656.451723,161.340729,173.912445,101.091474,79.678428,40.765158,31.674347,190.551299,172.258882,23.039640,19.433462,7.809022,16.807113,17.022436,1,1,1,0,0,186.351261,2.850760
461.089156,459.754247,453.501078,203.773400,173.237400,140.043209,52.419090,36.660116,19.196427,23.114278,11.786964,-0.000337,9.589968,9.972645,10.025342,0.663137,0.753653,0.855710,0.821225,0.746195,0.678801,0.096884,-0.037602,0.676424,0.594647,193209872313246.281250,8852.547055,160.532211,177.977483,100.843948,87.338567,39.057495,34.415680,151.387276,193.618729,21.672842,28.315352,9.909223,18.314268,20.293048,1,1,1,0,0,187.154784,3.498957
476.428294,465.974194,462.543082,207.144687,169.493899,139.052943,52.043536,35.949815,18.626977,23.541300,11.482354,0.004639,9.779316,9.729110,10.608064,0.305373,0.782106,1.050350,0.634346,0.574769,0.709449,0.253269,0.428494,0.513216,0.844520,209133291613145.562500,7286.304250,168.692504,283.194496,92.418731,70.680433,57.794006,29.467328,216.086921,180.034515,19.042485,29.235219,10.573133,18.030051,21.522844,1,1,1,0,0,198.158177,3.326060
480.169701,464.974395,448.016169,208.740279,175.135938,140.672094,53.113776,36.634147,19.409162,22.568377,11.663811,-0.010376,9.583022,9.186807,10.163703,0.433512,0.704605,0.333531,0.326280,-0.119704,0.622044,-0.006154,0.238307,1.209161,0.408170,190981548431685.937500,8423.801635,132.681630,164.724519,85.311213,86.524307,34.751143,32.764014,236.959794,166.649081,17.551084,26.000061,9.556255,13.275625,17.061724,1,1,1,0,0,189.053241,3.315424
465.904285,482.793357,448.706506,210.132971,178.001657,137.644898,51.827183,36.270748,18.923413,22.298190,11.494700,0.007407,9.474015,9.241867,10.417781,0.065807,0.654855,0.757868,1.283870,0.529944,1.014492,0.545533,0.182961,0.865166,0.100454,204181098797564.062500,7599.595617,145.608284,164.022671,102.578834,87.300184,40.182866,31.597160,201.259417,176.501485,26.888376,26.363030,6.913329,18.014873,16.945637,1,1,1,0,0,185.206380,3.296194
474.466226,468.235359,432.169160,202.910015,176.234813,138.593581,54.431280,36.885558,19.110269,23.007196,11.407655,-0.008597,9.549239,9.541250,10.775935,0.141993,0.692249,0.366690,0.081532,0.204380,1.154820,-0.279256,-0.100707,0.654506,0.224597,220084700773462.093750,8765.475505,121.347399,283.592623,91.038007,91.912204,38.829851,26.714023,169.419871,174.246015,21.007895,23.941810,7.262525,18.603721,19.265886,1,1,1,0,0,195.244039,3.022024
470.697162,472.979924,449.228555,204.014410,170.603174,141.569515,53.552843,36.389032,19.657141,22.710911,11.904363,0.004397,9.233217,9.381235,10.852521,0.652784,1.061822,0.468271,0.559329,0.375645,0.847542,0.177685,0.012834,0.172335,0.322456,238447036702455.875000,7328.174814,151.535033,240.080715,88.898008,71.612251,41.241151,25.882965,173.502286,207.211301,26.303356,27.585780,9.244038,12.357312,22.429152,1,1,1,0,0,191.430216,3.487155
466.305988,477.221485,472.303247,205.207898,173.671888,140.538504,53.218362,35.538611,18.838319,23.752770,11.356925,0.009031,9.592862,9.611464,10.109466,0.508709,0.941078,0.097317,0.542285,0.852655,1.249049,0.386341,0.067326,0.536631,-0.074792,195204652509068.687500,8050.844763,169.432567,208.065001,82.326712,83.897212,43.463229,22.896037,210.099410,190.527718,25.755878,30.939621,5.496943,16.349048,19.577334,1,1,1,0,0,205.548246,3.666855
425.326914,474.637491,436.432015,204.373304,173.738239,137.065920,52.435871,35.345465,19.955279,22.613531,11.670261,0.002902,9.421998,9.250919,10.323059,0.516864,0.416833,1.120351,0.162571,0.976757,0.836208,0.652665,0.095625,0.273922,0.259591,217680133514337.218750,8477.333691,134.966680,279.712824,96.238867,94.412567,53.553504,37.011888,177.085051,160.822310,13.094434,20.540757,6.896888,17.000966,19.120972,1,1,1,0,0,181.655903,3.070476
472.768048,475.737002,453.547140,207.140005,175.427119,139.758057,52.804682,37.288658,18.895735,22.255411,11.414360,-0.007297,9.618461,8.989557,10.674112,0.736794,1.107685,0.943067,0.915075,0.711076,0.664650,0.743478,-0.152123,0.811151,0.453577,256625370554193.156250,7959.785416,188.538553,200.712831,97.788762,99.446536,39.364304,32.190927,208.251963,151.194347,18.072727,23.542290,9.712616,11.902110,16.431782,1,1,1,0,0,179.932102,3.118533
466.730122,475.014673,439.213736,203.388306,172.228699,139.221455,52.198862,35.712361,19.379071,23.841893,11.279553,0.010603,9.715524,9.560552,10.697640,0.490221,0.763381,-0.121608,0.428817,0.876562,0.638161,0.475507,-0.368985,0.942841,0.293553,158866764808908.531250,10012.906957,133.792695,187.177122,87.519806,96.001416,48.205138,30.778715,231.856437,188.984990,26.669471,25.654821,10.022260,15.319610,22.494506,1,1,1,0,0,204.749574,3.359858
471.439697,459.182837,445.279445,217.165307,173.470811,136.892992,54.138942,37.160961,18.432032,22.289451,11.690789,0.024484,9.663904,9.319566,10.481958,0.552223,1.332195,1.192379,0.672453,0.691463,0.330343,0.728422,0.169681,0.664180,0.183542,234165645891324.093750,7597.868228,147.372129,241.375039,87.817671,102.790271,51.891021,28.035402,257.864370,164.301003,23.285392,21.786419,9.490654,17.421938,20.977187,1,1,1,0,0,203.168163,3.096060
477.035132,452.310503,454.546140,205.884734,172.975083,143.390433,53.718119,36.064702,19.271626,23.923579,11.240337,0.020156,9.433334,9.637463,9.963988,0.954070,0.739716,1.038550,0.373103,0.218768,1.106676,-0.168128,-0.431105,0.872033,0.242671,198516939435983.875000,7596.721766,137.249334,216.525301,113.338872,90.984911,57.599672,30.239480,219.928920,185.369848,19.679572,33.344222,7.450520,12.983906,18.842193,1,1,1,0,0,169.960563,3.377792
469.080410,466.443901,452.394354,205.419884,174.387103,136.992382,52.648450,36.407294,18.736214,22.432453,11.450824,-0.006977,9.615806,9.422646,10.568926,0.399163,0.890404,0.791278,0.890887,0.808930,0.624575,0.510962,-0.153396,0.541584,0.276590,180785469577979.062500,8566.279176,150.588292,187.256361,89.176023,105.269481,39.031796,29.016624,224.746120,187.188391,25.748666,29.993142,7.201745,18.431521,18.164935,1,1,1,0,0,187.498104,3.685810
479.136320,470.707956,448.125359,211.430452,172.454283,139.837395,52.441927,34.390455,18.308685,22.030202,11.435393,-0.012169,9.791505,9.410718,10.386088,0.464021,0.748583,0.500407,0.519583,0.487146,0.897945,0.683350,-0.132670,1.132107,0.764495,204231672819726.343750,7412.676774,151.412604,227.764218,105.193928,96.046811,43.253101,30.361401,231.055804,175.715717,20.314046,28.300874,6.844284,11.613970,21.387487,1,1,1,0,0,182.828876,3.150889
455.055170,453.690017,461.334227,203.669733,173.800751,138.895730,53.065594,35.622561,19.247588,22.217250,11.788070,-0.009661,9.467354,9.346969,10.627164,0.701197,0.082299,0.582181,0.692461,0.295244,0.418975,0.138449,0.029935,0.119929,1.039170,261615934529001.906250,8089.495106,129.002974,176.232393,112.493517,86.818317,44.070015,33.350085,235.191753,179.875535,17.799673,28.530154,9.394706,12.095138,19.967969,1,1,1,0,0,201.833067,3.432574
478.982357,476.459315,451.483830,198.829182,177.483988,140.523307,51.733879,35.541647,19.270083,23.730402,12.000957,0.001144,9.726056,9.643123,10.585654,0.615307,0.211597,0.738173,0.261576,1.199176,0.652838,0.120790,0.697708,0.745994,0.237888,260690903355421.937500,7657.558744,144.203933,225.569336,89.702850,79.230349,52.921030,26.121395,202.773977,172.351421,22.809203,34.422469,9.155694,17.499456,18.335857,1,1,1,0,0,198.024038,3.594101
469.567846,470.799810,438.855480,221.620600,175.394515,134.689128,51.177659,36.007986,19.075389,22.776662,11.161931,-0.002051,9.252222,9.273190,10.441991,0.504735,0.822530,0.573962,0.366552,0.557190,1.085695,0.035188,0.019782,0.807913,-0.023801,166027299523797.500000,6581.792176,158.516423,222.322990,95.537655,91.949493,41.554974,32.540039,156.360363,184.009139,16.790538,22.241283,7.178608,15.332416,17.559069,1,1,1,0,0,209.387545,3.003733
480.366571,475.390119,436.796462,214.198570,173.538373,138.417450,52.245310,37.157494,19.252022,22.625627,11.829997,-0.003623,9.718207,9.218111,10.679151,0.481158,1.121586,0.876708,0.236435,0.125627,0.260777,0.445483,0.441894,0.478851,-0.017376,209473701027008.156250,6727.029505,129.025537,228.897475,110.036203,91.778695,41.850005,27.451713,213.124902,179.354256,18.572877,21.741112,10.655288,15.420994,19.709930,1,1,1,0,0,217.380129,3.109896
478.812010,476.648777,437.968493,211.164658,174.879702,141.444340,54.459905,35.591998,18.521789,22.428281,11.450301,-0.011999,9.973854,9.553526,10.569105,0.042480,0.590295,0.332873,0.585702,1.087716,0.458807,0.009884,-0.475767,0.751651,0.486783,176470767101877.000000,7486.735811,147.233675,229.354685,102.770107,103.429332,58.498414,28.230257,219.475014,199.480225,27.714098,24.629319,8.124556,18.083624,21.298356,1,1,1,0,0,207.176413,3.036679
461.559552,458.226973,452.842285,212.819151,177.651473,138.895921,53.082005,36.163852,19.150823,22.256300,11.767987,-0.000272,9.546248,9.665262,10.779911,0.395691,0.910831,0.080899,0.562293,0.600585,0.570349,0.546320,-0.219594,0.359638,0.299923,205682943510372.687500,6922.355523,118.766389,276.784065,61.979053,86.284049,60.250254,26.941860,225.389309,173.259383,24.338514,21.981167,8.274819,8.923936,18.708704,1,1,1,0,0,196.462513,2.919702
466.542755,474.399029,435.631333,199.284122,176.097667,141.861726,53.025377,36.123431,18.691217,23.068124,11.752355,-0.010163,9.458971,9.196691,10.545225,0.838529,0.279975,0.739560,1.101506,0.336883,0.523588,0.104556,-0.552839,0.998866,0.817587,236513519585907.656250,8185.947304,145.164490,212.289773,103.243610,54.855267,51.178756,32.836931,205.363137,197.046097,21.795133,21.948364,7.927923,11.213644,19.703497,1,1,1,0,0,204.302493,3.260265
485.969614,487.520996,442.240290,204.358155,176.826002,132.980186,53.019641,34.850761,18.931690,23.099819,11.378060,-0.001544,9.578407,9.214440,10.447061,1.084771,0.240316,0.615646,0.819013,0.772558,0.763808,0.542831,-0.310153,0.839256,0.244479,208078899958626.843750,8277.090816,163.772986,202.569855,70.093063,95.964528,51.154873,32.203733,180.926901,190.177801,18.685786,23.448970,2.735568,15.989511,22.748674,1,1,1,0,0,169.846382,2.833581
462.734473,470.417273,456.352860,213.827222,176.843039,136.293062,51.890704,34.376261,18.794156,22.014762,11.319362,-0.003210,9.240323,9.357147,10.369908,0.627813,0.340152,0.856827,0.709417,0.728021,0.676867,-0.101276,0.484256,0.549072,0.367859,186286009447105.031250,8225.877357,140.177884,258.066033,99.863731,67.314975,42.241572,32.864157,181.309740,156.470673,16.049627,29.437801,9.121417,13.614105,17.431428,1,1,1,0,0,185.921133,3.312595
449.284795,454.545938,451.292028,212.156775,171.005295,138.827235,52.227719,38.456659,19.435170,23.025920,11.613612,0.017063,9.509903,9.322048,10.391349,0.301372,0.773253,0.429175,0.342692,0.479659,0.453158,0.207284,-0.151654,0.560693,0.117492,235400229146866.312500,6903.560306,154.801433,212.971777,73.781831,70.672790,52.233021,36.769296,242.222771,187.157497,20.445041,24.921278,8.099578,12.697057,19.160850,1,1,1,0,0,191.234205,3.060357
473.383775,471.802299,456.557890,208.562591,176.343990,132.300860,54.378364,35.455377,18.595397,23.175372,11.786636,-0.010815,9.528632,9.636951,10.388290,1.014927,0.348911,0.408076,0.338156,0.574833,0.609156,0.154548,0.307339,0.152497,0.091840,194284958294239.125000,8045.793413,123.496522,158.531267,115.229390,85.655700,47.597429,28.924500,240.844320,182.585569,20.861220,32.322012,10.823407,13.537709,21.112003,1,1,1,0,0,212.055460,3.824066
467.153121,464.417760,436.095082,215.097309,179.712051,138.059501,51.622820,34.646153,19.254398,22.963635,10.974842,-0.007319,9.276777,9.685162,10.698552,1.031616,0.311548,0.340591,1.500000,0.997024,1.026169,-0.080561,-0.271652,0.248242,0.605496,213476873909907.968750,8268.044095,113.078921,204.387476,105.843344,83.394311,44.908656,30.270976,194.572435,193.039279,21.623843,23.277307,9.370872,11.571287,17.728609,1,1,1,0,0,219.295855,3.388116
472.611206,473.913251,448.549584,207.784877,174.498992,138.319448,51.491923,36.813153,19.337604,23.107595,11.488404,-0.012667,9.412485,9.059785,10.597916,0.836698,0.214410,0.947527,0.924809,1.083862,0.220770,0.372997,0.475097,1.500000,1.038283,249878847488618.906250,7874.113383,158.570055,238.037845,79.066705,97.576643,49.464456,29.490475,161.452226,151.877828,22.983779,29.451251,8.878475,11.903356,19.602257,1,1,1,0,0,209.325189,3.608034
470.824536,469.598965,443.620657,212.219455,174.815527,139.112669,52.417909,36.818293,19.299992,23.484692,11.782036,-0.007997,9.375258,9.100576,10.444863,0.855166,0.572807,0.731504,0.633137,0.957529,0.469904,-0.070862,-0.004944,1.007983,0.810976,202572110879305.218750,8194.601509,147.025421,230.686376,115.287891,100.853799,43.328313,34.601333,188.052671,173.686122,19.204769,23.434355,10.070371,13.360400,17.113005,1,1,1,0,0,180.282828,3.124279
467.799731,454.153905,445.572381,203.057017,175.314547,137.168350,50.806360,37.686680,19.664065,22.356595,11.912722,-0.008723,9.840059,9.327130,10.640708,1.031645,0.783192,0.842253,0.899658,1.085424,0.521811,-0.130039,-0.279896,0.643588,0.552283,200677830283046.375000,7821.515539,119.487550,211.721798,103.971035,85.066345,49.710112,28.181309,206.257244,182.413320,20.626321,24.147859,8.177416,18.831154,20.260271,1,1,1,0,0,212.430229,3.218542
471.047164,455.916783,438.918054,214.181111,172.085393,140.632181,51.869017,36.439459,19.005214,22.273641,11.621917,-0.007690,9.561831,9.378821,10.736107,1.251246,0.611401,0.833337,0.589146,0.368140,0.742007,-0.389166,0.222444,0.648570,0.505236,249544319946204.375000,8383.910982,187.554674,283.595565,85.038932,98.723985,35.742050,28.581842,225.275582,175.229568,24.370079,29.508860,5.810622,17.227983,20.486657,1,1,1,0,0,211.937065,3.497426
465.817878,476.577014,440.571222,215.366226,171.679507,143.384448,53.594832,37.436000,19.139232,23.020719,11.748487,-0.004040,9.348823,9.476166,10.589259,0.770810,0.487561,0.406446,0.380017,0.642171,0.453919,0.269657,0.182418,1.011244,0.086340,191619110953210.062500,8619.384654,140.062277,216.629328,81.447964,74.048700,41.096520,34.893073,232.612966,148.247684,17.532796,24.643868,8.571466,11.399004,19.229342,1,1,1,0,0,212.309005,3.266434
475.033578,481.644333,445.674148,202.067136,173.208308,140.223367,54.434892,35.754812,19.094117,22.408916,11.578867,0.000175,9.896429,9.557079,10.411798,1.158480,0.332107,0.724770,0.387073,0.879199,0.982696,0.396127,0.202906,0.937394,0.377712,215379143044361.562500,8057.470929,144.198951,199.476297,96.574040,71.430865,49.716260,31.718866,179.794164,178.948355,24.050770,17.680864,10.319011,14.790617,20.372667,1,1,1,0,0,205.630016,2.873242
470.848883,461.598170,450.984741,210.965707,172.541764,137.370731,53.663855,34.924662,18.806098,22.682729,11.915838,-0.003479,9.860167,9.379709,10.468881,0.842999,0.474797,0.904546,1.035392,0.880905,0.457868,-0.025052,0.076417,0.384815,0.764254,212229059870971.250000,7872.928351,154.152590,213.433321,121.753936,90.718691,47.705050,28.523710,201.925938,148.925279,22.215882,27.977409,7.457479,18.925923,19.180972,1,1,1,0,0,202.096124,3.281126
478.434076,467.207390,437.515960,213.029785,177.465436,135.783734,52.710929,35.678276,18.667176,22.079872,11.587870,0.000691,9.625538,9.378914,10.298421,0.084053,0.947529,0.867193,0.188567,0.922362,0.948875,0.339037,0.257176,0.267028,0.585460,200298050399613.437500,6610.003413,135.042474,198.824663,111.703030,72.692295,52.125346,24.605761,217.924906,187.494762,19.756578,24.601768,9.975715,15.735000,20.793709,1,1,1,0,0,187.271449,3.154218
477.368064,471.880850,449.055631,204.171010,177.077010,140.664255,53.243999,36.039783,18.817268,22.445519,11.693614,-0.002416,9.887638,9.162774,10.463723,0.780533,0.962102,0.679667,0.000971,1.056721,1.018495,-0.245318,-0.026184,0.691296,0.371691,166399051148770.250000,8865.347214,164.248607,154.742554,91.562047,107.134772,58.542386,28.183363,198.291109,203.990037,28.301372,18.568990,6.813694,19.744143,18.040072,1,1,1,0,0,186.897150,2.867820
461.599419,470.402831,442.121022,205.435254,174.878506,142.386090,52.184533,35.171700,19.575434,21.993367,11.584480,0.007541,9.410097,9.481282,10.569389,0.534407,0.700267,0.379614,0.394119,0.873893,0.623162,-0.112516,-0.179878,1.111024,0.499391,213865810048016.468750,8912.232265,160.817860,246.287765,108.061068,94.713006,56.415025,30.041968,230.941748,182.161040,23.201414,18.258802,9.043166,17.040347,19.088185,1,1,1,0,0,200.767049,3.172693
483.707432,451.809511,437.361054,201.487572,176.303173,141.038633,53.852508,36.611102,18.853007,22.740995,11.514213,-0.004792,9.224055,9.673587,10.585466,0.979902,0.562044,0.679536,0.016677,0.704341,0.575415,0.346476,0.323418,0.926727,0.191438,232427527557291.156250,8501.365978,159.375410,208.037902,88.721546,75.363719,32.677131,34.253042,240.800429,165.863903,17.424693,26.863452,8.500166,11.850107,20.793774,1,1,1,0,0,200.634457,3.150210
484.401320,485.983818,440.616970,206.824707,174.731201,138.884684,51.835167,34.554158,19.573748,23.068495,11.808781,-0.012517,9.868651,9.316656,10.562505,0.902722,0.739747,0.596249,0.708791,0.797668,0.175568,0.125840,0.276397,0.853727,0.810706,214074152478930.937500,7894.240825,128.241248,248.170166,111.197989,78.437001,53.273438,29.771685,235.400478,172.627951,28.188236,19.584285,9.302322,13.394189,18.902594,1,1,1,0,0,178.448204,2.873174
475.039327,473.274814,446.675429,207.032768,179.445126,138.012996,55.096920,36.389682,19.901589,22.476039,11.502461,0.013109,9.887753,9.896525,10.538399,0.654145,0.693139,0.492784,0.785362,0.867466,0.684554,0.255180,-0.001698,1.105148,0.682841,210498431188616.781250,8705.775522,134.272938,221.482725,78.268770,91.473247,55.505853,31.039258,164.616040,171.141794,19.483198,27.775393,9.179880,18.261865,21.274586,1,1,1,0,0,180.545058,3.245742
473.529313,479.174269,451.401301,202.595631,174.540782,139.131969,52.240441,36.340290,18.703583,22.695541,11.358211,0.010774,9.598515,9.446595,10.693983,0.239177,0.633463,0.459427,0.753258,0.987222,0.497594,0.321532,0.674408,0.731467,0.362002,192519445203636.656250,6990.618571,121.976564,199.891800,87.101906,98.634784,44.636485,31.406396,189.075176,179.628177,15.250875,16.230947,7.278010,15.578977,22.498976,1,1,1,0,0,205.732564,2.612741
